name;categorie;sous-categorie
PRLV SEPA WELCOME TO THE;;
PRLV SEPA MMA IARD SA;;
VIR FLUX ECLIPSO L -;CAPEX;Interco
VIR AXA FRANCE IARD;CA;Paiement client
VIR SUEZ RV ILE-DE-FRANCE;CA;Paiement client
VIR TRESORERIE HOPITAUX SUD;CA;Paiement client
VIR NHOOD FA N°;Loyer;
VIR SARMATES VIR SEPA;CA;Paiement client
VIR CMPSI LA NORVILLE;CA;Paiement client
VIR ADYEN N.V. TX48742066500XT TX48742066500XT;CA;Paiement client
VIR SGC LE RAINCY;CA;Paiement client
VIR INST CSE D ENTREPRISE;CA;Paiement client
VIR FLUX OLC - SPENDESK;CAPEX;Interco
VIR FLUX OLC CIC -;CAPEX;Interco
VIR GARANTIE SUP EXPLORE LAB;CAPEX;Interco
VIR DEPOT DE CAPITAL AG;;
VIR INST M P SUBRAMANIAM;CA;Paiement client
PRLV SEPA PLEYCE FACT DEC;;
VIR PHARMASYS ACPTE DEV;CA;Paiement client
VIR CPAM BOURG EN BRESSE;CA;Paiement client
VIR ADYEN N.V. TX48032638400XT TX48032638400XT;CA;Paiement client
VIR AFDAS FORMATION PROF;;
VIR ADYEN N.V. TX48742064600XT TX48742064600XT;CA;Paiement client
VIR FLUX TORCY-SPH;CAPEX;Interco
VIR VERS FRANCOIS VICKY;;
VIR SGC DOURDAN FAC.;;
VIR VERS ALEXANDRE SCHMITT;;
VIR SGC GRIGNY FAC.;;
VIR CARREFOUR FRANCE CFMSD;;
VIR CE XFAB VIR;;
VIR FLUX OLC - ALPHITONIA;CAPEX;Interco
VIR SGC CALUIRE FAC.;;
VIR APEJ REMBOURSEMENT VISITE;;
PRLV SEPA OPSI ABONNEMENT;;
PRLV SEPA FRANCE BOISSONS ILE;Fournisseurs;Achat courant
PRLV SEPA FRANCE BOISSONS ILE D;Fournisseurs;Achat courant
PRLV SEPA JALLON SAS;;
PRLV SEPA BRINK S EVOLUTION;Fournisseurs;Achat courant
PRLV SEPA DESTINY FRANCE PARTEN;;
VIR REGLEMENT AFFILIES BIMPL;CA;Paiement client
VIR REGLEMENT AFFILIES BIMPL NIT;CA;Paiement client
PRLV SEPA CURIOUS FACTORY;Fournisseurs;Achat courant
PRLV SEPA CURIOUS FACTORY CURIOUS;Fournisseurs;Achat courant
PRLV SEPA TERREAZUR BOURG. FRAN;;
VIR GAMES FACTORY MACON;CA;Paiement client
VIR GF BEAUNE;CA;Paiement client
PRLV SEPA BRASSERIE ELIXKIR VIA;;
VIR FD OCIO SPEEDPARK S;CA;Paiement client
VIR S.A.S. BREST FD VIRT;CA;Paiement client
PRLV SEPA SYSCO FRANCE SAS;;
VIR HENIN BOWL;CA;Paiement client
VIR BEAUVAIS FD VIREMENT SEPA;CA;Paiement client
VIR FONTAINE DEVELOPPEMENT K;CA;Paiement client
VIR SGC L ISLE ADAM;CA;Paiement client
PRLV SEPA SAS CHR NUMERIQUE;;
PRLV SEPA GC RE ATELIERDPPD;;
PRLV SEPA GC RE ZELTY;;
VIR SGC GARGES;CA;Paiement client
VIR SGC PALAISEAU;CA;Paiement client
PRLV SEPA GC RE TRIIPTIC;;
PRLV SEPA QUARTIX LIMITED QUART;;
PRLV SEPA SAFETY KLEEN FRANCE;;
VIR SGC LES MUREAUX COLLECTI;CA;Paiement client
VIR PRISON ISLAND AB;CA;Paiement client
PRLV SEPA SOUCHON BOISSONS SERV;;
VIR INST ALEX LEGAL RBMNT;CA;Paiement client
PRLV SEPA IP BELS ABO;;
PRLV SEPA SARL INITIATIVE SOLUT;;
VIR INST MR OU MME;CA;Paiement client
FLUX FBA MTP - FAB;CAPEX;Interco
VIR SYLARELE HELLOCSE - GAMES;CA;Paiement client
VIR ALTERNANCE HAUTS DE SEIN;CA;Paiement client
VIR C O S DE;CA;Paiement client
VIR CERCLE HIPPOCRATE ACH;CA;Paiement client
VIR SGC MANTES LA JOLIE;CA;Paiement client
FLUX OLC - SOCIAL GROUP;CAPEX;Interco
VIR AGM INVOICE;CAPEX;
PRLV SEPA AST-ACTION SANTE TRAV;;
VIR SGC HENIN BEAUMONT;CA;Paiement client
VIR SEPA SPEEDPAK HOLDI EX;;
PRLV SEPA SUEZ RV NORD;;
PRLV SEPA URSSAF DE FRANCHE;Salaires;n.a
VIR RBT TRANSACTION;;
PRLV SEPA SP DISTRIBUTION CON;;
PRLV SEPA SAS SDV-SELECTION DIF;;
VIR REG S S UNION;CA;Paiement client
VIR FLUX GF PARK -;CAPEX;Interco
PRLV SEPA SOCIETE DES CONCEPTS;;
VIR BRIE ET CHAMPAGNE SP;CA;Paiement client
VIR SBA SP SERVON SARL;CA;Paiement client
VIR BEAUVAIS FD ERR VRT;CA;Paiement client
VIR XPLOSE IN-EAR SAS REMBT;CA;Paiement client
VIR ALEOU;CA;Paiement client
VIR FLUX FBA VELIZY -;CAPEX;Interco
PRLV SEPA ABONLINE SOLUTIONS;;
VIR ISERBA JOURNEE D AGENCE;CA;Paiement client
PRLV SEPA POLE SANTE TRAVAIL;;
VIR INST COM.ENT. CSE D'OXXO;CA;Paiement client
VIR COM INTERENTREPRISE PLAT;CA;Paiement client
FLUX TORCY FD - SP;CAPEX;Interco
VIR FLUX SPH CIC -;CAPEX;Interco
VIR FLUX CHAMBLY - SP;CAPEX;Interco
PRLV SEPA ESPACE INFO COM;;
VIR INST CSE TOTALENERGIES SPAZIO;CA;Paiement client
VIR MR OLIVIER DESFEUX VIREMENT;CA;Paiement client
VIR FERMETURES MENUISERIES S;CA;Paiement client
VIR INST PARIS LUXURY SERVICES;CA;Paiement client
VIR INST LNTB SPEET PARK;CA;Paiement client
VIR M OU MME KAREB;CA;Paiement client
VIR COMITE OEUVRES SOCIALES SPEED;CA;Paiement client
PRLV SEPA OBJECTIF SANTE TRAVAI;;
VIR INST COMITE D ETABLISSEMENT;CA;Paiement client
PRLV SEPA EDENRED FRANCE SAS-ED;;
PRLV SEPA VEOLIA EAU -;;
VIR DRFIP HAUTS DE FRANCE;CA;Paiement client
PRLV SEPA OVH SAS TWLN33970215F;;
VIR SUEZ RV CENTRE EST;CA;Paiement client
VIR LES SALINS DE BREGILLE;CA;Paiement client
PRLV SEPA OVH SAS TWLN34571548F;;
VIR LYCEE LES HUISSELETS;CA;Paiement client
PRLV SEPA GC RE ZENCHEF;;
PRLV SEPA OVH SAS TWLN33707456F;;
PRLV SEPA OVH SAS TWLN34322376F;;
VIR PLAY IN BUSINESS -;;
PRLV SEPA OVH SAS TWLN34430131F;;
VIR COMITE SOCIAL ET ECONOMI;CA;Paiement client
PRLV SEPA OVH SAS TWLN33789856F;;
VIR S.A.S. SILOXA FRANCE VIREMENT;CA;Paiement client
VIR CERATIZIT DEUTSCHLAND GM;CA;Paiement client
VIR SGC VANDOEUVRE LES NANCY;CA;Paiement client
VIR SARL A COM ACOMPTE;CA;Paiement client
PRLV SEPA OVH SAS TWLN33974668F;;
VIR S2F GAMES FACTORY BEAUNE;CA;Paiement client
VIR RBT TROP VERSE;;
VIR INST ESVSTSDI FOOT BALL;CA;Paiement client
VIR ALTIPLANO MRS;CAPEX;
VIR JONES LANG LASALLE SAS;CA;Paiement client
VIR ADYEN N.V. TX49917432100XT TX49917432100XT;CA;Paiement client
VIR FLUX FBA EPAGNY -;;
VIR ADYEN N.V. TX50076402700XT TX50076402700XT;CA;Paiement client
VIR CA SAVOIE CA SAVOIE;CA;Paiement client
VIR MAGNIN MECANIQUE DE PREC;CA;Paiement client
FLUX ECLIPSO H -- ECLIP;CAPEX;Interco
VIR SODERN;CA;Paiement client
VIR DE ASSOCIATION PETIT VAL;CA;Paiement client
VIR INST BME CONSULTING;CA;Paiement client
VIR AIR LIQUIDE MARITIME SAS;CA;Paiement client
VIR SGC SAINT MAUR;CA;Paiement client
VIR SOCIETE FRANCILIENNE DE;CA;Paiement client
VIR VIREMENT CIC VIREMENT CIC;CA;Paiement client
VIR INST ASSOC. BUREAU DES;CA;Paiement client
VIR FLEMMING LYSGAARD;CA;Paiement client
VIR INST COM.ENT. BOSTIK CPTE;CA;Paiement client
VIR ASSOCIATION LA NOUVELLE;CA;Paiement client
VIR COURTOISE AUTOMOBILES VIRT FONTAINE;CA;Paiement client
VIR S A S SODIMARCO;CA;Paiement client
VIR ADYEN N.V. TX50076399900XT TX50076399900XT;CA;Paiement client
VIR INST LAMAIGNERE LAURENT DE;CA;Paiement client
VIR ADYEN N.V. TX50076400800XT TX50076400800XT;CA;Paiement client
PRLV SEPA ALTAREA FRANCE GESTIO;Loyer;
VIR FLUX ECLI PARIS -;CAPEX;Interco
FLUX ECLIPSO PARIS - ECLIPSO;CAPEX;Interco
VIR INST FLUX SP BDX;CAPEX;Interco
VIR FLUX SP BDX -;CAPEX;Interco
VIR BOULANGER;;
VIR SAS ELEPHANT VERT FRANCE;CA;Paiement client
VIR INST EUROIMMUN FRANCE;CA;Paiement client
VIR CE ESSP REFERENCE NON;CA;Paiement client
VIR ADYEN N.V. TX49917431000XT TX49917431000XT;CA;Paiement client
VIR ADYEN N.V. TX50076401600XT TX50076401600XT;CA;Paiement client
VIR ADYEN N.V. TX50289402200XT TX50289402200XT;CA;Paiement client
VIR BDR THERMEA FRANCE;CA;Paiement client
VIR INST S.A.S. SAS VETOCCITAN;CA;Paiement client
VIR FUNDING SP TOPCO -;CAPEX;Interco
VIR ADYEN N.V. TX49917431200XT TX49917431200XT;CA;Paiement client
VIR ADYEN N.V. TX50076401400XT TX50076401400XT;CA;Paiement client
VIR LA RIBAMBELLE DEVIS N;CA;Paiement client
VIR CSC LA PARTAGERAIE CSC;CA;Paiement client
VIR ADYEN N.V. TX50289402600XT TX50289402600XT;CA;Paiement client
VIR SGC AIX LES BAINS;CA;Paiement client
VIR COMITE SOCIAL ECONOMIQUE;CA;Paiement client
VIR DDFIP DE L' ISERE;CA;Paiement client
VIR INST M.OU MME GUILLEUX;CA;Paiement client
VIR ADYEN N.V. TX50289400500XT TX50289400500XT;CA;Paiement client
VIR A G DU LYCEE;CA;Paiement client
VIR BPCE LEASE;CA;Paiement client
PRLV SEPA APELAC IGDCGDVXFXOG SYSTEMPAY;;
VIR SAS ROCLIM REFERENCE NON;CA;Paiement client
VIR BUSINESS PROFILERS VIRT ACOMPTE;CA;Paiement client
VIR SARL AE ST LAZARE;CA;Paiement client
VIR INST MR SOULARD N;CA;Paiement client
VIR ASS AMICALE DU PERSONN;CA;Paiement client
VIR INST FLUX SP ANGERS;;
VIR CSEE INTERMARCHE HYPERMA REFERENCE;CA;Paiement client
VIR DE MLE MAIWENN CHOVEAU;CA;Paiement client
VIR CSE ANJOU ACCOMPAGNEMENT VIREMENT;CA;Paiement client
VIR SCM MEDICALOIRE VIREMENT VERS;CA;Paiement client
VIR M LUC DELOS VIREMENT;CA;Paiement client
PRLV SEPA SARL ABONLINE SOLUTIO;;
PRLV SEPA AFDAS F4009139F -;;
VIR INST RUGBY CLUB MIRAMAS;CA;Paiement client
VIR INST SEBASTIEN HOFFEURT REMBOURSEMENT;CA;Paiement client
PRLV SEPA APELAC IAZRCVFPRBCW SYSTEMPAY;;
VIR CONNECT STUDIES LIMITED BURTON;CA;Paiement client
VIR INST AMITIE-LOISIRS ACHATS BILLETS;CA;Paiement client
VIR DE AMICALE DU PERSONNEL;CA;Paiement client
VIR ACORUS TORCY FD SPEED;CA;Paiement client
VIR ADYEN N.V. TX49917431600XT TX49917431600XT;CA;Paiement client
VIR INST ALEX LEGAL DOUBLE;CA;Paiement client
VIR SAS KDG REFERENCE NON;CA;Paiement client
VIR ADYEN N.V. TX50076399400XT TX50076399400XT;CA;Paiement client
PRLV SEPA AFDAS F4008859H -;;
VIR GIE EXPERTISE ET SUPPORT;CA;Paiement client
VIR SGC LE FERTE ALAIS;CA;Paiement client
VIR SGC NOGENT LE ROTROU;CA;Paiement client
VIR ADYEN N.V. TX49917433500XT TX49917433500XT;CA;Paiement client
VIR CENTRE CULTUREL ISMAILI DEVIS;CA;Paiement client
VIR ADYEN N.V. TX50076400100XT TX50076400100XT;CA;Paiement client
VIR SARL VANEX PROPRETE DEVIS;CA;Paiement client
VIR DRFIP AUVERGNE RHONE ALP;CA;Paiement client
PRLV SEPA OVH SAS TWLN33949236F;;
VIR CSE ZONE DE VIE;CA;Paiement client
PRLV SEPA OVH SAS TWLN34499179F;;
VIR SP DEV - SP;CAPEX;Interco
FLUX SP BDX - SP;CAPEX;Interco
VIR SPEED PARK CONFLANS;;
VIR STRASBOURG FD STRASBOURG;;
PRLV SEPA ODIVEA Y;;
VIR GOOGLE IRELAND LIMITED GG103VC63B;;
VIR STRIPE STRIPE;CA;Paiement client
PRLV SEPA INPR COTISATIONS;;
VIR FLUX CONFLANS CIC-SPENDESK;CAPEX;Interco
VIR FLUX CONFLANS - SPH;CAPEX;Interco
VIR FLUX ADL - SPH;CAPEX;Interco
VIR ACOMPTE SUR SALAIRE;;
VIR FCT MAI + JUIN;;
FLUX SPH - HENIN BOWL;CAPEX;Interco
VIR SGC GRAY FACTURE;;
VIR FLUX GF - SPH;CAPEX;Interco
VIR KILOUTOU KLTSCT KILOUTOU;;
PRLV SEPA AMUSOIRE THISISBLINDTEST;;
VIR SGC DOLE FAC.;;
PRLV SEPA SOGEDO PRELEVEMENT;;
VIR REGUL.STC DOLIQUE;;
VIR COTISATION CID;;
VIR SGC TROYES FACTURE;;
VIR SGC TROYES FAC;;
VIR COMMANDE - BONBONRAMA;;
FLUX SPH - GF MACON;CAPEX;Interco
VIR AMICOLAB SA AMICOLAB;;
FLUX ECLIPSO H - NTES;CAPEX;Interco
VIR ECLIPSO NTES - OLC;CAPEX;Interco
VIR SGC ORLY FAC.;;
VIR SGC CHELLES SE0001862SORTIE;;
VIR ETS BOULOGNE VIRT;;
VIR SGC SENLIS FACT;;
VIR FLUX FONTAINE - SPH;CAPEX;Interco
FLUX SPH - FONT DEV;CAPEX;Interco
VIR FLUX FONTAINE DEV-SPH;CAPEX;Interco
VIR GETYOURGUIDE DEUTSCH GETYOURGUIDE;;
FLUX ECLIPSO BDX - ECLIPSOH;CAPEX;Interco
VIR QUBICA INV RI;CAPEX;
FLUX SPD - SP VDE;CAPEX;Interco
VIR INST S.A.R.L. PARTNER VH;CA;Paiement client
VIR STEF TRANSPORT VIREMENT;;
VIR INST S.A.S. BMV LOISIRS;CA;Paiement client
PRLV SEPA PASS'CE REGUL;;
VIR FLUX FBA MONTP-FAB H;CAPEX;Interco
VIR FLUX TORCY - SPH;CAPEX;Interco
VIR STO VIR STO;;
FLUX ECLIPSO H - OLC;CAPEX;Interco
VIR I.S.CL MONDES DISPARUES;;
VIR TENSIO-ACTIFS FACTURE TENSIO-ACTIFS;;
VIR SGC TOURCOING FAC.;;
FLUX SPH - SP DEV;CAPEX;Interco
VIR FLUX SP DEV-SP VDE;CAPEX;Interco
FLUX SP VDE - SPH;CAPEX;Interco
VIR MARKET PAY;CA;Paiement client
PRLV SEPA HENNER GMC;Salaires;n.a
PRLV SEPA DGFIP;Impot & taxes;DGFIP
PRLV SEPA ALEX LEGAL;Fournisseurs;Achat courant
PRLV SEPA TRANSGOURMET OPERATIO;Fournisseurs;Achat courant
PRLV SEPA EDF;Fournisseurs;Achat courant
VIR FLUX ECLIPSO;CAPEX;Interco
FLUX GF;CAPEX;Interco
VIR FLUX GF;CAPEX;Interco
VIR GAMES FACTORY;CA;Paiement client
VIR FONTAINE DEVELOPPEMENT;CA;Paiement client
VIR NAYAX EUROPE UAB;CA;Paiement client
VIR SPEEDPARK HOLDING;CA;Paiement client
PRLV SEPA LEASECOM;Fournisseurs;Achat courant
PRLV SEPA WEE TECHNOLOGY;Fournisseurs;Achat courant
PRLV SEPA ORANGE SA;Fournisseurs;Achat courant
VIR FLUX SPD - SP;CAPEX;Interco
PRLV SEPA URSSAF D'ILE DE;Salaires;n.a
PRLV SEPA SEXTANT FR;Fournisseurs;Achat courant
PRLV SEPA FREE PRO;Fournisseurs;Achat courant
PRLV SEPA B2V GESTION GU;Salaires;n.a
PRLV SEPA HELVETIA ASSURANCES S;Fournisseurs;Achat courant
VIR INST SUMUP LIMITED SUMUP;CA;Paiement client
VIR RBT ACPTE;;
PRLV SEPA URSSAF BOURGOGNE;Salaires;n.a
VIR DDFIP;CA;Paiement client
VIR FLUX GF -;CAPEX;Interco
VIR SKI LOISIRS DIFFUSION;CA;Paiement client
PRLV SEPA GTI;;
VIR PLUXEE FRANCE;CA;Paiement client
VIR CPAM;CA;Paiement client
PRLV SEPA HEMBLEM APP;Fournisseurs;Achat courant
VIR FLUX OLC - OTIUM;CAPEX;Interco
PRLV SEPA EPISAVEURS EST;Fournisseurs;Achat courant
VIR SP SERVON;CA;Paiement client
PRLV SEPA CAFES RICHARD;Fournisseurs;Achat courant
PRLV SEPA BRASSERIE FORT BOYARD;Fournisseurs;Achat courant
PRLV SEPA SFR;Fournisseurs;Achat courant
VIR S.A.R.L. CLAYE SOUILLY F;CA;Paiement client
VIR BRETIGNY FD FOURNI AU;CA;Paiement client
VIR SGC NOISY LE GRAND;CA;Paiement client
PRLV SEPA SPRE;;
VIR EASING;CAPEX;Easing
VIR TIQETS INTERNATIONAL;CA;Paiement client
VIR SIE PARIS;CA;Paiement client
PRLV SEPA CANAL+ FRANCE;;
PRLV SEPA CREDIPAR;;
VIR BEAUVAIS FD FACTURE;CA;Paiement client
VIR UP COOP;CA;Paiement client
PRLV SEPA DAVANT;;
PRLV SEPA ORCUN DISTRIBUTION;;
VIR ASSOCIATION;CA;Paiement client
VIR PASSCE COMMANDE DU;CA;Paiement client
VIR HB ASSOCIES;Honoraires;
PRLV SEPA FRANCE BOISSONS NORD-;Fournisseurs;Achat courant
PRLV SEPA GOCARDLESS;;
PRLV SEPA PROXELIA;Fournisseurs;Achat courant
VIR CHAMBLY FD;CA;Paiement client
VIR ALTIPLANO;CAPEX;Altiplano
PRLV SEPA APRR REF:;;
PRLV SEPA URSSAF DE PICARDIE;Salaires;n.a
VIR A F D A;CA;Paiement client
VIR INST FONTAINE DEVELOPPEMENT KART;CA;Paiement client
FLUX SP DEV - SP;CAPEX;Interco
VIR FLUX SP DEV -;CAPEX;Interco
VIR SP - TOURCOING;CAPEX;Interco
PRLV SEPA GIE AG2R REUNICA;Salaires;n.a
PRLV SEPA ENGIE;;
PRLV SEPA BDO TEMPS PARTAGE;Honoraires;
VIR INST META;Fournisseurs;Achat courant
PRLV SEPA RB2L SAS;;
PRLV SEPA MAILEVA;;
VIR GF PARK;CA;Paiement client
VIR SGC MACON;CA;Paiement client
PRLV SEPA URSSAF NORD PAS;Salaires;n.a
PRLV SEPA MALAKOFF HUMANIS;Salaires;n.a
PRLV SEPA SARL OPHELIOWEN LA;;
PRLV SEPA WEE TECHNOLOGY OLC;;
FLUX SPD - SP VAL;CAPEX;Interco
VIR FBA ANGERS;CA;Paiement client
PRLV SEPA DIAC LOCATION;;
VIR PAIERIE DEPARTEMENTALE A;CA;Paiement client
VIR SERVON FD;CA;Paiement client
VIR AVISTA;CAPEX;Avista
VIR PROMOSOL;CAPEX;Promosol
VIR FLUX ECLIPSO P -;CAPEX;Interco
FLUX ECLIPSO P - ECLIPSO;CAPEX;Interco
VIR FLUX SP H -;CAPEX;Interco
PRLV SEPA BREMANY-BREMANY LEASE;;
VIR RBST CLIENT;;
VIR SGC CERGY PONTOISE;CA;Paiement client
FLUX ECLIPSO H -ECL;CAPEX;Interco
PRLV SEPA GAZELENERGIE SOLUTION;;
PRLV SEPA CEGELEASE;;
VIR UGECAM BOURGOGNE FRANCHE;CA;Paiement client
VIR DRFIP BOURGOGNE FRANCHE;CA;Paiement client
VIR ASP AGENCE COMPTABLE;CA;Paiement client
PRLV SEPA MUTAVEIL;;
PRLV SEPA AG2R REUNICA;Salaires;n.a
VIR SOFIBAT;CAPEX;Sofibat
VIR GETYOURGUIDE DEUTSCH;CA;Paiement client
PRLV SEPA HUMANIS PREVOYANCE PL;Fournisseurs;Achat courant
VIR ACOMPTE SALAIRE;;
PRLV SEPA LEMNIA SAS;Fournisseurs;Achat courant
PRLV SEPA LEASYS FRANCE;Fournisseurs;Achat courant
VIR SOCULTUR;CA;Paiement client
PRLV SEPA SECOVALDE SCI;Loyer;
PRLV SEPA AXA;;
VIR PASSCULTURE;CA;Paiement client
VIR PASS CULTURE;CA;Paiement client
VIR LES PAPILLONS BLANCS ROU;CA;Paiement client
FLUX METZ KART INDOOR -;CAPEX;Interco
PRLV SEPA AUTOROUTES DU SUD;Fournisseurs;Achat courant
PRLV SEPA BOURGOGNE REPRO;Fournisseurs;Achat courant
PRLV SEPA GOOGLE CLOUD FRANCE;Fournisseurs;Achat courant
PRLV SEPA BIPANDGO;Fournisseurs;Achat courant
PRLV SEPA SOLOCAL SA;Fournisseurs;Achat courant
PRLV SEPA S.A.R.L. ALPES PROGRA;Fournisseurs;Achat courant
VIR EURAZEO;Frais bancaires;
VIR S.A.S. LE MANS FD;CA;Paiement client
VIR S.A.S. BREST FD SPEEDPARK;CA;Paiement client
PRLV SEPA CREDIT MUTUEL LEASING;;
FLUX SPH - HENIN;CAPEX;Interco
VIR DDFIP DU DOUBS;CA;Paiement client
VIR SGC MELUN SPL;CA;Paiement client
PRLV SEPA SIMT-SERVICE INTER ME;;
VIR FBA TOULOUSE;CA;Paiement client
VIR FLUX SPH - HENIN;CAPEX;Interco
VIR BI-PLANS;CAPEX;
VIR HOLOTEK;CAPEX;Holotek
VIR INST HONOS;Honoraires;
VIR SARL SCHLUTER SYSTEMS;CA;Paiement client
PRLV SEPA URSSAF D'AQUITAINE;Salaires;n.a
VIR DDFIP DES YVELINES;CA;Paiement client
VIR SGC MERIGNAC;CA;Paiement client
VIR FLORIANREYNAUD;;
VIR MAISON DES JEUNES ET;CA;Paiement client
VIR GROUPAMA CAISSE REGIONAL;CA;Paiement client
VIR INST FLUX OLC -;CAPEX;Interco
PRLV SEPA EUROFIBER FRANCE;;
VIR FLUX SP D -;CAPEX;Interco
FLUX SP H - SP;CAPEX;Interco
FLUX GF MACON - SPH;CAPEX;Interco
VIR FLUX GF H -;CAPEX;Interco
PRLV SEPA ATS CULLIGAN MACON;;
VIR INST SPEED PARK FLUX;CA;Paiement client
VIR FLUX SPH - TORCY;CAPEX;Interco
VIR REMB PRET KSP;CAPEX;Amortissement
VIR FLUX SPH - CONFLANS;CAPEX;Interco
VIR INST AMI BOURGOGNE FRANCHE;CA;Paiement client
VIR INST FLUX SPH -;CAPEX;Interco
VIR SGC DE MERU;CA;Paiement client
FLUX SPH - CONFLANS;CAPEX;Interco
PRLV SEPA GSFGRANDEARCHE;Fournisseurs;Achat courant
VIR ARNAUD CORNU FA;;
VIR PAIERIE DEPARTEMENTALE C;CA;Paiement client
VIR FLUX GF BEAUNE -;CAPEX;Interco
VIR SGC BOURG EN BRESSE;CA;Paiement client
VIR DOMAFRAIS;;
FLUX FBA T - FAB;CAPEX;Interco
FLUX FBA TOUL - FAB;CAPEX;Interco
VIR FLUX OLC - AG;CAPEX;Interco
VIR BTP;;
VIR ICD ENERGIES;;
VIR CSE JSP INTERNATIONAL FACTURE;CA;Paiement client
VIR INST ASSOC. COS DES;CA;Paiement client
VIR DRFIP NOUVELLE AQUITAINE;CA;Paiement client
VIR DDFIP HAUTS DE SEINE;CA;Paiement client
PRLV SEPA DHL INTERNAT. EXP;;
VIR INST FLUX ECLIPSO H;CAPEX;Interco
VIR INST KILOUTOU-N°;;
VIR FLUX FBA GRE -;CAPEX;Interco
VIR URSSAF PAYS DE LOIRE;CA;Paiement client
VIR SERHR ORFEA FAC;CA;Paiement client
VIR FLUX FBA V -;CAPEX;Interco
VIR SGC ST QUENTIN;CA;Paiement client
VIR PAIERIE DEPARTEMENTALE Y;CA;Paiement client
VIR CMCAS ANJOU MAINE;CA;Paiement client
VIR TERRENA;CA;Paiement client
VIR CE BISCOTTE PASQUIER;CA;Paiement client
VIR CPAM MAINE-ET-LOIRE;CA;Paiement client
VIR CSE C E ETS;CA;Paiement client
VIR ENEDIS BRED CDPG VIREMEN;CA;Paiement client
VIR QUBICA AMF;CAPEX;
VIR AFDAS;CA;Paiement client
PRLV SEPA M.A.J-MAJ;;
FLUX FBA ANG - FAB;CA;Paiement client
VIR CSE DARTY IDF;CA;Paiement client
PRLV SEPA BPIFRANCE;;
VIR CESIS;;
VIR DDFIP ESSONNE;CA;Paiement client
VIR TLPE;;
VIR BUFFALO GRILL;CA;Paiement client
PRLV SEPA SVP SAS;;
VIR COLUMBUS IMM INV;;
PRLV SEPA OVH SAS MC1400670-OVH;;
PRLV SEPA SAS EUROFIBER FRANCE;;
VIR TROPHEES DES VAINQUEURS;CA;Paiement client
FLUX SP ANGERS - SP;CAPEX;Interco
FLUX GF - SPH;CAPEX;Interco
VIR VIREMENT INTERNE GFH -;CAPEX;Interco
VIR SP ANGERS;CA;Paiement client
VIR M FABRICE ROSSFELDER REFERENCE;CA;Paiement client
VIR ACS-CCI PARIS IDF;CA;Paiement client
VIR BORRY F;;
VIR KO GROUP SRL;CA;Paiement client
FLUX OLC - AG HOLDING;CAPEX;Interco
PRLV SEPA CABINET NCO EXPERTISE;;
VIR SGC LENS;CA;Paiement client
VIR PAIERIE DEPARTEMENTALE D;CA;Paiement client
PRLV SEPA FEUVRIER;;
VIR DALKIA;CA;Paiement client
VIR ASSOCIATION MAISON FACT;CA;Paiement client
VIR LEO LAGRANGE ANIMATION;CA;Paiement client
VIR SGC POUILLY EN AUXOIS;CA;Paiement client
PRLV SEPA AIST;;
VIR MARRET VIREMENT SEPA PAR;CA;Paiement client
VIR INST VIR FLUX CIC;;
VIR TRESORERIE DE BOURG ETS;CA;Paiement client
PRLV SEPA MES BOISSONS;;
VIR INST OEUVRES SOCIALES;CA;Paiement client
VIR FLUX SERVON FD -;CAPEX;Interco
VIR ASSOCIATION DE GESTION M;CA;Paiement client
VIR EMARGENCE EXPERT;CA;Paiement client
VIR MANUTAN;;
VIR LEICON;;
VIR TEAMSTARTER;CA;Paiement client
PRLV SEPA SGC ANGERS;;
VIR PAIERIE DEPARTEMENTALE M;CA;Paiement client
VIR INST COMEXPO SOLDE;;
VIR SGC CALUIRE;CA;Paiement client
VIR CSE SNF OEUVRES SOCIALES;CA;Paiement client
VIR ACHAT GF SALAISE;CAPEX;Amortissement
VIR IMAGIPARK MONS SA;CA;Paiement client
VIR CSE NATIVE VIREMENT SEPA;CA;Paiement client
VIR SOCOTEC SMART SOLUTIONS;CA;Paiement client
VIR API RESTAURATION;CA;Paiement client
VIR INST ORONA - NUMERO:;;
VIR SCI KIWI FA;Loyer;SCI Kiwi
VIR INST SCI KIWI;Loyer;SCI Kiwi
VIR GRAND ANNECY;;
VIR AMTICO;CAPEX;Amtico
VIR HOLIGHT;CAPEX;Holight
VIR ALTIPLANO TVA SUR;CAPEX;Altiplano
VIR APAVE;;
VIR FROID CHAUD FA;;
VIR CSE DE L UES;CA;Paiement client
VIR ALGECO;CA;Paiement client
VIR DISTRILOG;CA;Paiement client
VIR NGE GENIE CIVIL;CA;Paiement client
VIR SUEZ EAU FRANCE;CA;Paiement client
VIR BAH COMPIEGNE;CA;Paiement client
VIR AUTOMATION ET ELECTRICIT;CA;Paiement client
VIR ENTREPRISE E CAGNA;CA;Paiement client
VIR INST CE ARKEMA OEUVRES;CA;Paiement client
VIR ENTREPRISE D'ELECTRICITE;CA;Paiement client
VIR FONDATION APPRENTIS D'AU;CA;Paiement client
VIR DELTA-CE;CA;Paiement client
VIR SGC CASTRES GIRONDE CREO;CA;Paiement client
PRLV SEPA EXQUADO;;
VIR MME OU M MARMANDE;CA;Paiement client
VIR BORDEAUX INTERNATIONAL S;CA;Paiement client
VIR OGEC ASSOCIATION RAMBAUD;CA;Paiement client
VIR UNION SAINT BRUNO ALSH;CA;Paiement client
